query_id,config,lambda,query,reference_answer,retrieved_context,generated_answer,retrieval_s,generation_s,total_s,timestamp,query_confidence,faithfulness,faithfulness_reason
Q067,bm25_only,1.0,I looked around the site but couldn't find it — how to submit report after a club event?,"After conducting an online event or offline event, a report on the event with details needs to be submitted to <student_org@bracu.ac.bd> within 7 working days. Without the report, future proposals will not be accepted and approved.

• The report must contain a minimum of 500 words to a maximum of 1000 words with detailed activities, discussion, social impact, and outcome. If you get any media, coverage please provide the link.

• The social media data must be included in the report such as the number of attendees, likes, shares, views, and comments. For the best accuracy please collect this information immediately after the event is completed.

• After receiving and reviewing the appropriate report, we will complete the event or online program. Without completing one program, student organizations will not allow moving to other events.","Question: I looked around the site but couldn't find it — how to submit report after a club event?
Answer: After conducting an online event or offline event, a report on the event with details needs to be submitted to <student_org@bracu.ac.bd> within 7 working days. Without the report, future proposals will not be accepted and approved.

• The report must contain a minimum of 500 words to a maximum of 1000 words with detailed activities, discussion, social impact, and outcome. If you get any media, coverage please provide the link.

• The social media data must be included in the report such as the number of attendees, likes, shares, views, and comments. For the best accuracy please collect this information immediately after the event is completed.

• After receiving and reviewing the appropriate report, we will complete the event or online program. Without completing one program, student organizations will not allow moving to other events.

Question: I looked around the site but couldn't find it — where can students participate in clubs and activities?
Answer: Club Activity Rooms are located on the 6th Floor.

Question: I looked around the site but couldn't find it — can more than one student from the same group submit the registration form?
Answer: No, only one student is allowed to register for their Thesis.

Question: I looked around the site but couldn't find it — what sports teams does the university have?
Answer: BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.

Question: How to do event Budget and submit bill?
Answer: Within 48 hours of the event, the Executive Committee of a club/forum should submit the expense details with advisor’s signature along with all receipts/vouchers to the OCA. They also need to submit a report and photographs of the event along with the bills.","To submit a report after a club event, you need to email the details of the event, including activities, discussion, social impact, and outcome, to <student_org@bracu.ac.bd> within 7 working days. The report should be between 500-1000 words in length and include social media data such as attendance numbers and engagement metrics.",0.0239,10.4815,10.5054,2026-07-27T12:30:58.049365+00:00,0.1976,0.8,"SCORE: 0.8 | REASON: The answer partially supports the context, as it correctly states the email address and time frame for submitting reports, but incorrectly specifies the report length (500-1000 words) instead of a minimum of 500 words to a maximum of 1000 words.

 SCORE: 1.0 | REASON: The answer fully supports the context, as it accurately states that club activity rooms are located on the 6th floor.

 SCORE: 0.0 | REASON: The answer does not support the context, as it incorrectly states that only one student is allowed to register for their thesis, when in fact the question was about submitting a registration form for clubs and activities.

 SCORE: 1.0 | REASON: The answer fully supports the context, as it lists all the sports teams mentioned in the context.

 SCORE: 0.8 | REASON: The answer partially supports the context, as it correctly states that the executive committee should submit expense details within 48 hours, but incorrectly omits the requirement to submit a report and photographs of the event along with the bills."
Q183,bm25_only,1.0,Which room is Mr. Md. Tawhid Anwar in?,Mr. Md. Tawhid Anwar is in room 4G03.,"Initial: TAW
Name: Mr. Md. Tawhid Anwar
Designation: Senior Lecturer
Status: Full Time
Room: 4G03
Email: tawhid.anwar@bracu.ac.bd

Initial: TAW
Name: Mr. Md. Tawhid Anwar
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation; 11:00 AM - CSE111-01 10A-05C; 12:30 PM - CSE111-02 10A-05C

Initial: TAW
Name: Mr. Md. Tawhid Anwar
Day: Monday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation; 11:00 AM - CSE110-05 10A-05C; 12:30 PM - CSE111-03 10A-05C

Initial: TAW
Name: Mr. Md. Tawhid Anwar
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation; 11:00 AM - CSE111-01 10A-05C; 12:30 PM - CSE111-02 10A-05C

Initial: TAW
Name: Mr. Md. Tawhid Anwar
Day: Thursday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation; 11:00 AM - CSE111-03 (LAB) TAW,MAF 12F-32L; 12:30 PM - CSE111-03 (LAB) TAW,MAF 12F-32L",Mr. Md. Tawhid Anwar's room is 4G03.,0.0212,4.5084,4.5296,2026-07-27T12:42:03.062568+00:00,0.341,1.0,"SCORE: 1.0 | REASON: The answer is fully supported by the context as it directly matches the information provided in the CONTEXT under ""Room""."
Q166,bm25_only,1.0,Who teaches the lab section of CSE321-18?,"The lab section of CSE321-18 is taught by TNF,SVKG.","Course: CSE321-18
Theory Initial: TRZA
Theory Day: MON+WED
Theory Time: 9:30 AM
Theory Room: 09H-33C
Lab Faculty: TNF,SVKG
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 10G-32L

Initial: TNF
Name: Tanhiat Fatema Afnan
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE321-16 07F-22C; 9:30 AM - CSE321-17 07F-22C; 11:00 AM - CSE321-18 (LAB) TNF,SVKG 10G-32L; 12:30 PM - CSE321-18 (LAB) TNF,SVKG 10G-32L

Initial: SVKG
Name: Souvik Ghosh
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE321-21 (LAB) SVKG,AHA 12D-26L; 9:30 AM - CSE321-21 (LAB) SVKG,AHA 12D-26L; 11:00 AM - CSE321-18 (LAB) TNF,SVKG 10G-32L; 12:30 PM - CSE321-18 (LAB) TNF,SVKG 10G-32L; 2:00 PM - CSE321-19 (LAB) NKBS,SVKG 10G-32L; 3:30 PM - CSE321-19 (LAB) NKBS,SVKG 10G-32L

Initial: TRZA
Name: Tanjim Reza
Day: Monday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - CSE321-18 09H-33C; 11:00 AM - Consultation

Initial: TRZA
Name: Tanjim Reza
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - CSE321-18 09H-33C; 11:00 AM - Consultation",The lab section of CSE321-18 is taught by Tanhiat Fatema Afnan (TNF) and Souvik Ghosh (SVKG).,0.019,6.0978,6.1168,2026-07-27T12:40:32.148324+00:00,0.3,1.0,"SCORE: 1.0 | REASON: The CONTEXT supports all individual factual claims made in the ANSWER. 

Here's how I broke down the process:

1. Decomposed the ANSWER into its individual factual claims:
   - Claim 1: Tanhiat Fatema Afnan (TNF) is teaching a lab section.
   - Claim 2: Souvik Ghosh (SVKG) is teaching a lab section.
   - Claim 3: The lab section in question is for CSE321-18.

2. Checked whether the CONTEXT supports each claim:
   - For Claim 1, the CONTEXT shows that TNF has scheduled commitments at 11:00 AM on Saturday for CSE321-18 (LAB) in room 10G-32L.
   - For Claim 2, the CONTEXT shows that SVKG has scheduled commitments at 11:00 AM on Saturday for CSE321-18 (LAB) in room 10G-32L.
   - For Claim 3, the CONTEXT lists CSE321-18 as one of the courses with lab sections taught by TNF and SVKG.

Since all claims are supported by the CONTEXT, the final score is 1.0."
Q079,bm25_only,1.0,What steps do I need to follow to access the Prayer Room for females?,The Prayer Room is located in front of the indoor Multipurpose Hall and on 6th floor(ZONE-H),"Question: What steps do I need to follow to access the Prayer Room for females?
Answer: The Prayer Room is located in front of the indoor Multipurpose Hall and on 6th floor(ZONE-H)

Question: How can I access the Prayer Room for females?
Answer: The Prayer Room is located in front of the indoor Multipurpose Hall and on 6th floor(ZONE-H)

Question: Where can I find the Prayer Room for females?
Answer: In front of the indoor (Multipurpose Hall) and also on 6th floor(ZONE-H).

Question (Banglish): Female der Prayer Room ami kivabe access korbo?
Answer (English): The Prayer Room is located in front of the indoor Multipurpose Hall and on 6th floor(ZONE-H)

Question: What steps do I need to follow to retake a course?
Answer: You just need to take the course during the advising.",The steps you need to follow to access the Prayer Room for females are located in front of the indoor Multipurpose Hall and on 6th floor(ZONE-H).,0.0216,5.8116,5.8332,2026-07-27T12:32:27.075602+00:00,0.3546,1.0,SCORE: 1.0 | REASON: All claims about the Prayer Room's location are fully supported by the CONTEXT.
Q187,bm25_only,1.0,What is FEK's designation?,Farden Ehsan Khan (FEK) is a Lecturer.,"Initial: FEK
Name: Farden Ehsan Khan
Designation: Lecturer
Status: Full Time
Room: 4M117
Email: farden.khan@bracu.ac.bd

Initial: FEK
Name: Farden Ehsan Khan
Day: Thursday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation By Appointment; 11:00 AM - CSE370-02 (LAB) FEK,MAU 12F-30L; 12:30 PM - CSE370-02 (LAB) FEK,MAU 12F-30L; 2:00 PM - CSE370-05 (LAB) FEK,MRIA 12F-30L; 3:30 PM - CSE370-05 (LAB) FEK,MRIA 12F-30L

Course: CSE370
First Theory Coordinator: FEK
Theory Coordinator Email: farden.khan@bracu.ac.bd
First Lab Coordinator: FEK
Lab Coordinator Email: farden.khan@bracu.ac.bd

Initial: FEK
Name: Farden Ehsan Khan
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - CSE370-08 09D-17C; 11:00 AM - CSE111-05 (LAB) AFA,FEK 09B-10L; 12:30 PM - CSE111-05 (LAB) AFA,FEK 09B-10L; 2:00 PM - CSE370-06 08H-22C

Course: CSE370-05
Theory Initial: FEK
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09A-05C
Lab Faculty: FEK,MRIA
Lab Day: THU
Lab Time: 2:00 PM
Lab Room: 12F-30L",FEK's designation is Lecturer.,0.0149,3.7755,3.7905,2026-07-27T12:42:20.830275+00:00,0.1032,1.0,SCORE: 1.0 | REASON: The CONTEXT supports that FEK's designation is Lecturer.
Q178,bm25_only,1.0,Who teaches the lab section of CSE423-05?,"The lab section of CSE423-05 is taught by MAHS,ZLNM.","Course: CSE423-05
Theory Initial: AJA
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09D-17C
Lab Faculty: MAHS,ZLNM
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 10E-27L

Initial: MAHS
Name: Md Arif Hasan
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE423-01 (LAB) SOSB,MAHS 12D-27L,CSE423-24 (LAB) SOSB,MAHS 12D-27L; 12:30 PM - CSE423-01 (LAB) SOSB,MAHS 12D-27L,CSE423-24 (LAB) SOSB,MAHS 12D-27L; 2:00 PM - CSE423-02 (LAB) MAHS,ZLNM 10E-27L,CSE423-05 (LAB) MAHS,ZLNM 10E-27L; 3:30 PM - CSE423-02 (LAB) MAHS,ZLNM 10E-27L,CSE423-05 (LAB) MAHS,ZLNM 10E-27L

Initial: ZLNM
Name: Md. Zulkar Naim
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - CSE340-16 09H-32C; 12:30 PM - CSE340-17 09A-05C; 2:00 PM - CSE423-02 (LAB) MAHS,ZLNM 10E-27L,CSE423-05 (LAB) MAHS,ZLNM 10E-27L; 3:30 PM - CSE423-02 (LAB) MAHS,ZLNM 10E-27L,CSE423-05 (LAB) MAHS,ZLNM 10E-27L

Initial: SRU
Name: Mr. Shakir Rouf
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE423-08 09C-13C; 12:30 PM - CSE360-05 09C-13C; 2:00 PM - CSE423-09 (LAB) MAFZ,SRU 12D-27L,CSE423-17 (LAB) MAFZ,SRU 12D-27L; 3:30 PM - CSE423-09 (LAB) MAFZ,SRU 12D-27L,CSE423-17 (LAB) MAFZ,SRU 12D-27L

Initial: SRU
Name: Mr. Shakir Rouf
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE423-08 09C-13C; 12:30 PM - CSE360-05 09C-13C; 2:00 PM - CSE423-15 (LAB) ZLNM,SRU 12D-27L,CSE423-16 (LAB) ZLNM,SRU 12D-27L; 3:30 PM - CSE423-15 (LAB) ZLNM,SRU 12D-27L,CSE423-16 (LAB) ZLNM,SRU 12D-27L",The lab section of CSE423-05 is taught by Md Arif Hasan and Md. Zulkar Naim.,0.0194,5.86,5.8794,2026-07-27T12:41:38.823838+00:00,0.3,1.0,SCORE: 1.0 | REASON: The answer is fully supported by the context as it accurately reflects the lab instructors and room for CSE423-05 on Wednesday.
Q057,bm25_only,1.0,Who must participate in the Wishlist event?,"All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students","Question: Who must participate in the Wishlist event?
Answer: All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students

Question: Which group of students is not required to participate in the Wishlist event?
Answer: Students who are eligible for residential semester in the upcoming semester.

Question: Group of students eligible for Pre-Registration Phase 2?
Answer: Students who participated and did not participate in the Wishlist Event. It means all the students.

Question: Hey, group of students eligible for Pre-Registration Phase 2?
Answer: Students who participated and did not participate in the Wishlist Event. It means all the students.

Question (Banglish): Wishlist event e participate na korle ki consequence hoy?
Answer (English): Student will not be allowed to register during Pre-Registration Phase 1","All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students.",0.0179,4.5538,4.5717,2026-07-27T12:29:27.336025+00:00,0.1499,0.8,"SCORE: 0.8 | REASON: The answer is mostly supported, but it lacks explicit mention of students not participating in Pre-Registration Phase 2 being eligible for Phase 2."
Q153,bm25_only,1.0,What day and time is the theory class for CSE460-03?,The theory class for CSE460-03 is on SAT+THU at 12:30 PM in room 07H-26C.,"Course: CSE460-03
Theory Initial: SDL
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 07H-26C
Lab Faculty: SDL,SDU
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: 09E-22L

Initial: SDU
Name: Shomen Kundu
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE460-03 (LAB) SDL,SDU 09E-22L; 9:30 AM - CSE460-03 (LAB) SDL,SDU 09E-22L; 12:30 PM - CSE460-06 09A-07C

Course: CSE460-09
Theory Initial: UPM
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 09A-07C
Lab Faculty: ARPD,RAS
Lab Day: TUE
Lab Time: 11:00 AM
Lab Room: 09E-21L

Course: CSE460-10
Theory Initial: MTOT
Theory Day: MON+WED
Theory Time: 11:00 AM
Theory Room: 09A-07C
Lab Faculty: ARPD,UPM
Lab Day: SUN
Lab Time: 8:00 AM
Lab Room: 12D-27L

Course: CSE460-01
Theory Initial: SDL
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 09D-18C
Lab Faculty: AKJ,UPM
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: 09E-21L","The theory class for CSE460-03 meets on Saturday (SAT) and Thursday (THU), at 12:30 PM.",0.0207,5.5078,5.5285,2026-07-27T12:39:24.549322+00:00,0.4188,1.0,"SCORE: 1.0 | REASON: All claims are supported by the CONTEXT. 

Here's how I broke down the ANSWER into individual factual claims and checked whether the CONTEXT supports each one:

1. The theory class for CSE460-03 meets on Saturday (SAT) and Thursday (THU):
	* Claim 1 is supported because the CONTEXT states that Theory Day: SAT+THU.
2. at 12:30 PM:
	* Claim 2 is supported because the CONTEXT states that Theory Time: 12:30 PM.

Both claims are supported by the CONTEXT, so the score is 1.0."
Q083,bm25_only,1.0,How long does the Early Childhood Development (ECD) program take to complete?,"After completing 9 core courses, students can choose to stop at the Postgraduate Diploma (PGD) level, which takes about 18 months, or continue on to the full MSc, which takes about 24 months (2 years) in total.","Question: How long does the Early Childhood Development (ECD) program take to complete?
Answer: After completing 9 core courses, students can choose to stop at the Postgraduate Diploma (PGD) level, which takes about 18 months, or continue on to the full MSc, which takes about 24 months (2 years) in total.

Question (Banglish): Early Childhood Development (ECD) program complete korte koto shomoy lage?
Answer (English): After completing 9 core courses, students can choose to stop at the Postgraduate Diploma (PGD) level, which takes about 18 months, or continue on to the full MSc, which takes about 24 months (2 years) in total.

Question: Who is the Early Childhood Development program aimed at?
Answer: It's designed for a wide range of people interested in child development - from fresh graduates to experienced school teachers, principals, NGO and government professionals, curriculum developers, researchers, and evaluation specialists.

Question: Can you tell me who is the Early Childhood Development program aimed at?
Answer: It's designed for a wide range of people interested in child development - from fresh graduates to experienced school teachers, principals, NGO and government professionals, curriculum developers, researchers, and evaluation specialists.

Question (Banglish): Early Childhood Development program kader jonno aimed?
Answer (English): It's designed for a wide range of people interested in child development - from fresh graduates to experienced school teachers, principals, NGO and government professionals, curriculum developers, researchers, and evaluation specialists.",The Early Childhood Development (ECD) program takes about 18 months to complete at the Postgraduate Diploma level or about 24 months (2 years) in total if students choose to continue on to the full MSc.,0.0227,7.1792,7.2019,2026-07-27T12:32:55.353285+00:00,0.2897,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the provided CONTEXT.
Q069,bm25_only,1.0,Can you tell me what the eligibility criteria for receiving financial aid are?,"BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.","Question: Can you tell me what the eligibility criteria for receiving financial aid are?
Answer: BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.

Question: What are the eligibility criteria for receiving financial aid?
Answer: BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.

Question (Banglish): Financial aid pete eligibility criteria ki ki?
Answer (English): BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.

Question: Can you tell me what the requirements for maintaining financial aid eligibility are?
Answer: At BRAC University, students must maintain a minimum CGPA of 3.25, be enrolled full-time, meet satisfactory academic progress, follow the code of conduct, and sometimes demonstrate ongoing financial need to maintain financial aid eligibility.

Question: How can students apply for financial aid?
Answer: To apply for financial aid at BRAC University, students should start by confirming their eligibility by reviewing the criteria provided on the university's website or contacting the financial aid office. Next, they need to gather all required documents, such as income certificates and academic records. After preparing the necessary paperwork, students should complete and submit the financial aid application form by the specified deadline.","BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.",0.0229,9.2774,9.3003,2026-07-27T12:31:12.243301+00:00,0.0978,0.8,"SCORE: 0.8 | REASON: The answer is mostly supported by the context, but lacks specific details about maintaining a minimum CGPA and following the code of conduct for financial aid eligibility."
Q125,bm25_only,1.0,What are the prerequisites for CSE422?,The prerequisite for CSE422 is CSE221 (HP).,"Course: CSE422-01
Theory Initial: ZHS
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 09E-20T
Lab Faculty: ZHS,NFF
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: 09B-11L

Course: CSE422
First Theory Coordinator: TRZ
Theory Coordinator Email: tanzim.reza@bracu.ac.bd
First Lab Coordinator: ZHS
Lab Coordinator Email: shoumo.hasan@bracu.ac.bd

Course: CSE422-03
Theory Initial: ZHS
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 09E-20T
Lab Faculty: PLN,MHDE
Lab Day: THU
Lab Time: 2:00 PM
Lab Room: 09B-10L

Course: CSE422
Prerequisite: CSE221 (HP)
Full Prerequisite Chain: CSE221-CSE220-CSE111-CSE110

Course: CSE422-02
Theory Initial: ZHS
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 09E-20T
Lab Faculty: SHAH,YND
Lab Day: TUE
Lab Time: 11:00 AM
Lab Room: 09B-11L",The full prerequisite chain for CSE422 is CSE221-CSE220-CSE111-CSE110.,0.0178,4.9812,4.999,2026-07-27T12:37:03.551046+00:00,0.0,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the provided CONTEXT.
Q017,bm25_only,1.0,"Hey, for further information regarding Admission who should I contact?","For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.","Question: Hey, for further information regarding Admission who should I contact?
Answer: For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.

Question: For further information regarding Admission who should I contact?
Answer: For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.

Question: How can I get information about Scholarship/Financial Aid in BRAC University?
Answer: Regarding all information about Financial Aid, please contact:
BRACU (Phone: +88 09638464646, Call Center Ext: 1001 or email at scholarship@bracu.ac.bd
(BRACU Scholarship Office)

Question: What steps do I need to follow to get information about Scholarship/Financial Aid in BRAC University?
Answer: Regarding all information about Financial Aid, please contact:
BRACU (Phone: +88 09638464646, Call Center Ext: 1001 or email at scholarship@bracu.ac.bd
(BRACU Scholarship Office)

Question (Banglish): BRAC University te Scholarship/Financial Aid niye information ami kivabe pabo?
Answer (English): Regarding all information about Financial Aid, please contact:
BRACU (Phone: +88 09638464646, Call Center Ext: 1001 or email at scholarship@bracu.ac.bd
(BRACU Scholarship Office)","For more queries about admission, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.",0.0192,8.3465,8.3657,2026-07-27T12:24:34.661269+00:00,0.2052,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the provided CONTEXT.
Q149,bm25_only,1.0,What is the coordinator email for CSE443?,The coordinator email for CSE443 is swakkhar.shatabda@bracu.ac.bd.,"Course: CSE443
First Theory Coordinator: SWK
Theory Coordinator Email: swakkhar.shatabda@bracu.ac.bd

Course: CSE443-02
Theory Initial: ANWE
Theory Day: SAT+THU
Theory Time: 8:00 AM
Theory Room: 09A-05C

Course: CSE443-01
Theory Initial: SWK
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 10A-05C

Course: CSE424
First Theory Coordinator: AAR
Theory Coordinator Email: annajiat@bracu.ac.bd
First Lab Coordinator: AAR
Lab Coordinator Email: annajiat@bracu.ac.bd

Course: CSE474
First Theory Coordinator: AAR
Theory Coordinator Email: annajiat@bracu.ac.bd
First Lab Coordinator: AAR
Lab Coordinator Email: annajiat@bracu.ac.bd",The theory coordinator email for CSE443 is swakkhar.shatabda@bracu.ac.bd.,0.0166,4.8241,4.8407,2026-07-27T12:39:01.782624+00:00,0.0,1.0,SCORE: 1.0 | REASON: The CONTEXT supports that the theory coordinator email for CSE443 is swakkhar.shatabda@bracu.ac.bd.
